"Name","Short Name","Description","Types","Latitude","Longitude"
THRA-04,THRA-04,point,"Point Count Point",38.77008889966,-120.9094103393
THRA-05,THRA-05,point,"Point Count Point",38.770596782741,-120.90657563469
THRA-06,THRA-06,point,"Point Count Point",38.775639074093,-120.91141223299
THRA-07,THRA-07,point,"Point Count Point",38.778818497654,-120.91134248227
THRA-08,THRA-08,point,"Point Count Point",38.78130761102,-120.91197203949
"Tehama County",TEHAMA,polygon,"Study Area",40.121779064373,-122.20404922295
TEH-15-01,TEH-15-01,polygon,"Study Area",40.00960398146,-122.54444540918
ELDE,ELDE,point,"Point Count Transect",40.007182960833,-122.55005558312
ELDE-01,ELDE-01,point,"Point Count Point",40.007182960833,-122.55005558312
ELDE-02,ELDE-02,point,"Point Count Point",40.00707876712,-122.54720312697
ELDE-03,ELDE-03,point,"Point Count Point",40.007195582383,-122.54427370257
ELDE-04,ELDE-04,point,"Point Count Point",40.007184027715,-122.54134470624
ELDE-05,ELDE-05,point,"Point Count Point",40.007172399027,-122.5384157116
ELDE-06,ELDE-06,point,"Point Count Point",40.009191135821,-122.53825008259
ELDE-07,ELDE-07,point,"Point Count Point",40.01135005025,-122.53842494896
ELDE-08,ELDE-08,point,"Point Count Point",40.01168877715,-122.54131455514
ELDE-09,ELDE-09,point,"Point Count Point",40.009481046499,-122.54154294665
ELDE-10,ELDE-10,point,"Point Count Point",40.009447958458,-122.54425872413
ELDE-11,ELDE-11,point,"Point Count Point",40.009560046503,-122.54712394666
BUCK,BUCK,,"Point Count Transect",,
TF03-AS,TF03-AS,,"Point Count Point",38.72759536569,-122.17024705936
TF04-AS,TF04-AS,,"Point Count Point",38.730290564874,-122.16705092551
TF04-AN,TF04-AN,,"Point Count Point",38.731145979651,-122.17025076197
TF03-R1,TF03-R1,,"Point Count Point",38.72903711195,-122.17026907577
TF03-R2,TF03-R2,,"Point Count Point",38.728374108957,-122.16754057021
TF09-AE,TF09-AE,,"Point Count Point",38.737432029058,-122.16299217637
TF09-AW,TF09-AW,,"Point Count Point",38.735993055887,-122.16776608972
TF10-AS,TF10-AS,,"Point Count Point",38.740587282564,-122.16051608971
TF10-AN,TF10-AN,,"Point Count Point",38.74246213058,-122.1567218265
YOL-15-01,YOL-15-01,"Hungry Hollow Ranch","Study Area",,
HHKY,HHKY,,"Point Count Transect",38.783154,-122.068864
HHKY-01,HHKY-01,point,"Point Count Point",38.783014,-122.064562
HHKY-02,HHKY-02,point,"Point Count Point",38.783154,-122.068864
HHKY-03,HHKY-03,point,"Point Count Point",38.782739,-122.072938
HHKY-04,HHKY-04,point,"Point Count Point",38.785488,-122.073738
HHKY-05,HHKY-05,point,"Point Count Point",38.790242,-122.077017
HHKY-06,HHKY-06,point,"Point Count Point",38.78906,-122.079557
HHKY-07,HHKY-07,point,"Point Count Point",38.788036,-122.08261
HHKY-08,HHKY-08,point,"Point Count Point",38.785407,-122.082646
HHKY-09,HHKY-09,point,"Point Count Point",38.783921,-122.080125
HHKY-10,HHKY-10,point,"Point Count Point",38.784387,-122.077178
BUCK-01,BUCK-01,point,"Point Count Point",35.890313175272,-118.70486401582
BUCK-02,BUCK-02,point,"Point Count Point",35.890273830502,-118.70763279702
BUCK-03,BUCK-03,point,"Point Count Point",35.887981401308,-118.71035310652
BUCK-04,BUCK-04,point,"Point Count Point",35.888020806625,-118.70758440906
BUCK-05,BUCK-05,point,"Point Count Point",35.888060148156,-118.70481570622
BUCK-06,BUCK-06,point,"Point Count Point",35.888099425903,-118.70204699803
BUCK-07,BUCK-07,point,"Point Count Point",35.885807120138,-118.70476740199
BUCK-08,BUCK-08,point,"Point Count Point",35.885846394652,-118.70199877215
"southern riparain",,polyline,"Area Search Plot",35.883410598013,-118.69739455616
"outter two",,polyline,"Area Search Plot",35.885625012824,-118.694992555
"outter one",,polyline,"Area Search Plot",35.882095346872,-118.6970303273
"northern riparian",,polyline,"Area Search Plot",35.886570689601,-118.69163179312
"middle riparian",,polyline,"Area Search Plot",35.885672462842,-118.69628027982
"outter three",,polyline,"Area Search Plot",35.886890523802,-118.69242500682
MCPRR2R,MCPRR2R,point,"Point Count Point",36.99850494382,-119.59254553649
"RRRA CMPD",,polyline,"Area Search Plot",36.162561852356,-118.80104091141
"RRRA ASR2",,polyline,"Area Search Plot",36.15766555369,-118.80175024587
"RRRA ASR3",,polyline,"Area Search Plot",36.160881393085,-118.80165151333
"RRRA ASR1",,polyline,"Area Search Plot",36.155128729674,-118.8023960404
HOMR,HOMR,,"Point Count Transect",,
HOMR-02,HOMR-02,point,"Point Count Point",36.473792918212,-119.0077382936
HOMR-06,HOMR-06,point,"Point Count Point",36.475857045785,-119.0189523435
HOMR-07,HOMR-07,point,"Point Count Point",36.478391518392,-119.00227638062
HOMR-08,HOMR-08,point,"Point Count Point",36.458166400696,-118.99896653904
HOMR-10,HOMR-10,point,"Point Count Point",36.475904216384,-119.01616337129
HOMR-18,HOMR-18,point,"Point Count Point",36.473839824464,-119.00494937612
HOMR-20,HOMR-20,point,"Point Count Point",36.460465525878,-118.99623592112
HOMR-22,HOMR-22,point,"Point Count Point",36.473604641971,-119.01889389889
HOMR-31,HOMR-31,point,"Point Count Point",36.464970405134,-118.9963514501
HOMR-34,HOMR-34,point,"Point Count Point",36.473745946836,-119.01052720463
HOMR-35,HOMR-35,point,"Point Count Point",36.478438302042,-118.99948728904
HOMR-36,HOMR-36,point,"Point Count Point",36.460418837904,-118.99902437446
HOMR-38,HOMR-38,point,"Point Count Point",36.473651808715,-119.01610500728
HOMR-39,HOMR-39,point,"Point Count Point",36.473886665592,-119.0021604522
HOMR-40,HOMR-40,point,"Point Count Point",36.480690730869,-118.99954518229
HOMR-45,HOMR-45,point,"Point Count Point",36.476045337415,-119.00779641581
HOMR-47,HOMR-47,point,"Point Count Point",36.46267127418,-118.99908221629
HOMR-52,HOMR-52,point,"Point Count Point",36.458213084854,-118.99617816625
HOMR-61,HOMR-61,point,"Point Count Point",36.476092247501,-119.00500741772
HOMR-63,HOMR-63,point,"Point Count Point",36.462717965971,-118.9962936824
HOMR-66,HOMR-66,point,"Point Count Point",36.478109448666,-119.01901079461
HOMR-70,HOMR-70,point,"Point Count Point",36.475951321856,-119.0133743926
HOMR-73,HOMR-73,point,"Point Count Point",36.478344669607,-119.00506546577
HOMR-79,HOMR-79,point,"Point Count Point",36.478485020557,-118.99669819103
HOMR-80,HOMR-80,point,"Point Count Point",36.460372084836,-119.00181282137
HOMR-87,HOMR-87,point,"Point Count Point",36.467222843365,-118.99640922421
HOMR-89,HOMR-89,point,"Point Count Point",36.478297755687,-119.00785454447
BR05,BR05,"Soil sampling and veg data point only.  Area search midpoint, no point count conducted here.  ","Point Count Transect",38.551199,-122.03064196307483
Lassen,LAS,,"Study Area",,
Pond1,P1,polygon,"Area Search Plot",37.748388197903,-119.9907268049
Riparian1,R1,polygon,"Area Search Plot",37.74047681234768,-119.98684346256213
Pond2,P2,polygon,"Area Search Plot",37.74280571052775,-119.99048294831024
Pond3,P3,polygon,"Area Search Plot",37.742732383247954,-119.9922459210399
Grassland1,GR1,polygon,"Area Search Plot",37.745114865349,-119.99073590207
MgmtUnit2,MU2,polygon,"Area Search Plot",37.74023281230384,-119.98394621092714
MgmtUnit1,MU1,polygon,"Area Search Plot",37.740075513913204,-119.98989783137579
Tomacci,TOMA,polygon,"Study Area",37.487477413562,-120.18006529942
Grassland,GRASS,polygon,"Area Search Plot",37.485291587997,-120.17716615772
Pond1,Pond1,polygon,"Area Search Plot",37.486282677106,-120.17831565114
Riparian1,RIP1,polygon,"Area Search Plot",37.48594124688,-120.17913289271
Riparian2,RIP2,polygon,"Area Search Plot",37.486022004962,-120.18284083512
CVAL-Burn1,CVAL-B1,polygon,"Area Search Plot",37.544112726601,-119.87196358516
CVAL-Burn2,CVAL-B2,polygon,"Area Search Plot",37.53350453771167,-119.86420592048465
YL18,YL18,"This transect contains vegetation and soil sampling for Area Search Plot YL18-AW at one point, YL18-AW-VEG. In 2018, I added two points for CDFA compost project (YL18-TR and YL18-CL).  Ideally, data from YL18-AW-VEG and YL18-TR should be consolidated into one point named YL18-01 (YL18-TR). ","Point Count Transect",,
YL18-TR,YL18-TR,point,"Point Count Point",38.615105000002,-122.06149
SHA-12-04,SHA-12-04,"New SamplingUnit to accomodate landowner privacy concerns","Study Area",,
SHA-12-05,SHA-12-05,"New SamplingUnit to accomodate landowner privacy concerns","Study Area",,
MAR-13-04,MAR-13-04,"New SamplingUnit to accomodate landowner privacy concerns","Study Area",,
MAR-13-05,MAR-13-05,"Is part of a 3-part ranch 'complex' MAR-13-04, 05, and 06, but all considered the same ranch. Formerly housed transects 3B-G, 3B-M, 3B-O, and 3B-T- all moved to MAR-13-04.","Study Area",,
MAR-13-06,MAR-13-06,"Is part of a 3-part ranch 'complex' MAR-13-04, 05, and 06, but is essentially one single ranch. This study area formerly housed the transects 3B-C, 3B-I, 3B-S, and 3B-U; they've all been moved to MAR-13-04 so that they'll be all considered the same ranch in analysis.  ","Study Area",,
LAS-13-10,LAS-13-10,,"Study Area",,
WDRA,WDRA,,"Point Count Transect",,
WDRA-01,WDRA-01,point,"Point Count Point",40.678861781515,-120.53216909477
WDRA-02,WDRA-02,point,"Point Count Point",40.679763674486,-120.53488198171
WDRA-03,WDRA-03,point,"Point Count Point",40.681550025458,-120.53669968065
WDRA-04,WDRA-04,point,"Point Count Point",40.682939744428,-120.53902423358
WDRA-05,WDRA-05,point,"Point Count Point",40.683223472394,-120.54198095051
WDRA-06,WDRA-06,point,"Point Count Point",40.684101560359,-120.54470699644
WDRA-07,WDRA-07,point,"Point Count Point",40.685269662324,-120.54724553936
WDRA-08,WDRA-08,point,"Point Count Point",40.687282408303,-120.54857281432
"SHA-15-08 N","SHA-15-08 N",polygon,"Study Area",40.641989840386,-122.31617608194
ROSS,ROSS,point,"Point Count Transect",40.638745660454,-122.32443886191
ROSS-01,ROSS-01,point,"Point Count Point",40.638745660454,-122.32443886191
ROSS-02,ROSS-02,point,"Point Count Point",40.634224240182,-122.32152815464
ROSS-03,ROSS-03,point,"Point Count Point",40.634186685323,-122.31264057944
ROSS-04,ROSS-04,point,"Point Count Point",40.634154164546,-122.30970374731
ROSS-06,ROSS-06,point,"Point Count Point",40.636370708758,-122.30376816489
ROSS-07,ROSS-07,point,"Point Count Point",40.636388493883,-122.30672435688
ROSS-08,ROSS-08,point,"Point Count Point",40.636406203343,-122.3096805515
ROSS-11,ROSS-11,point,"Point Count Point",40.638693435949,-122.31556994883
ROSS-12,ROSS-12,point,"Point Count Point",40.640945475743,-122.31554694645
ROSS-13,ROSS-13,point,"Point Count Point",40.645467040641,-122.31845753373
ROSS-14,ROSS-14,point,"Point Count Point",40.645484452937,-122.32141413614
ROSS-15,ROSS-15,point,"Point Count Point",40.647753830786,-122.32434802907
ROSS-16,ROSS-16,point,"Point Count Point",40.65000587114,-122.32432531444
"Merced County ",MERCED,polygon,"Study Area",37.1868725,-120.650351
CUUP,CUUP,polygon,"Point Count Transect",37.305461039654,-120.26114021306
CURA-03,CURA-03,point,"Point Count Point",37.304124306577,-120.26247960292
CURA-04,CURA-04,point,"Point Count Point",37.315248216292,-120.25643481196
CURA-07,CURA-07,point,"Point Count Point",37.313127950199,-120.26215291068
CURA-08,CURA-08,point,"Point Count Point",37.315182794622,-120.25361662414
CURA-12,CURA-12,point,"Point Count Point",37.295250926298,-120.26844107913
CURA-14,CURA-14,point,"Point Count Point",37.299687662348,-120.26546052302
CURA-17,CURA-17,point,"Point Count Point",37.297371563243,-120.26272452678
CURA-21,CURA-21,point,"Point Count Point",37.299557228066,-120.25982527519
CURA-22,CURA-22,point,"Point Count Point",37.297175626273,-120.25427194722
CURA-23,CURA-23,point,"Point Count Point",37.310942251168,-120.2650526431
CURA-25,CURA-25,point,"Point Count Point",37.303993717181,-120.25684403812
ROSS-05,ROSS-05,point,"Point Count Point",40.634492000001,-122.307062
ROSS-09,ROSS-09,point,"Point Count Point",40.636423837136,-122.31263674874
ROSS-10,ROSS-10,point,"Point Count Point",40.638675876435,-122.31261364965
CURI,CURI,polygon,"Point Count Transect",37.317077893161,-120.26074961963
CURI-01,CURI-01,point,"Point Count Point",37.320806922362,-120.25341182898
CURI-02,CURI-02,point,"Point Count Point",37.319750008853,-120.2562710578
CURI-03,CURI-03,point,"Point Count Point",37.318002945968,-120.25912471172
CURI-04,CURI-04,point,"Point Count Point",37.316651946499,-120.26182851234
CURI-05,CURI-05,point,"Point Count Point",37.315713175615,-120.26491024692
CURI-06,CURI-06,point,"Point Count Point",37.313748414152,-120.26786315194
STWA,STWA,point,"Point Count Transect",40.644930117114,-122.32520715007
STWA-01,STWA-01,point,"Point Count Point",40.644930117114,-122.32520715007
STWA-02,STWA-02,point,"Point Count Point",40.643614911981,-122.32357221198
STWA-03,STWA-03,point,"Point Count Point",40.641951293914,-122.32263239979
STWA-04,STWA-04,point,"Point Count Point",40.640531866492,-122.32111342612
STWA-05,STWA-05,point,"Point Count Point",40.638822630498,-122.32025519761
STWA-06,STWA-06,point,"Point Count Point",40.637211000001,-122.318948
STWA-07,STWA-07,point,"Point Count Point",40.636192053354,-122.31705022355
STWA-08,STWA-08,point,"Point Count Point",40.634691163919,-122.3156945273
STWA-09,STWA-09,point,"Point Count Point",40.632812614223,-122.31533419825
NEV-16-01,NEV-16-01,,"Study Area",39.272967753833,-121.22849141146
FORD,FORD,,"Point Count Transect",39.26674654767,-121.22791525685
FORD-01,FORD-01,point,"Point Count Point",39.272854074764,-121.22415283687
FORD-02,FORD-02,point,"Point Count Point",39.272104995441,-121.22911467483
FORD-03,FORD-03,point,"Point Count Point",39.270592267834,-121.22488748858
FORD-04,FORD-04,point,"Point Count Point",39.271161515471,-121.22200817342
FORD-05,FORD-05,point,"Point Count Point",39.269130165729,-121.23654874139
FORD-06,FORD-06,point,"Point Count Point",39.269086250211,-121.23365199846
FORD-07,FORD-07,point,"Point Count Point",39.269042262678,-121.23075526187
FORD-08,FORD-08,point,"Point Count Point",39.26899820313,-121.22785853163
FORD-09,FORD-09,point,"Point Count Point",39.266834587736,-121.23370853847
FORD-10,FORD-10,point,"Point Count Point",39.266790603708,-121.23081189449
FORD-11,FORD-11,point,"Point Count Point",39.26674654767,-121.22791525685
"Marin County",MARIN,,"Study Area",,
MRN-16-01,MRN-16-01,,"Area Search Plot, Study Area",,
HMRA,HMRA,,"Point Count Transect",,
HMRA-01,HMRA-01,point,"Point Count Point",38.124195463971,-122.74757305486
HMRA-02,HMRA-02,point,"Point Count Point",38.119695244335,-122.75044065056
HMRA-03,HMRA-03,point,"Point Count Point",38.117423601514,-122.74189233985
HMRA-04,HMRA-04,point,"Point Count Point",38.121929913747,-122.7418764768
HMRA-05,HMRA-05,point,"Point Count Point",38.121942308159,-122.74758081241
HMRA-06,HMRA-06,point,"Point Count Point",38.117442086297,-122.75044831874
HMRA-07,HMRA-07,point,"Point Count Point",38.117417301461,-122.73904034864
HMRA-08,HMRA-08,point,"Point Count Point",38.124183068562,-122.74186854395
HMRA-09,HMRA-09,point,"Point Count Point",38.121948401505,-122.75043298152
HMRA-10,HMRA-10,point,"Point Count Point",38.112929676235,-122.74761183395
HMRA-11,HMRA-11,point,"Point Count Point",38.11968298939,-122.74473648849
HMRA-12,HMRA-12,point,"Point Count Point",38.124176766988,-122.73901628981
HMRA-13,HMRA-13,point,"Point Count Point",38.11968915148,-122.74758856909
HMRA-14,HMRA-14,point,"Point Count Point",38.119670457505,-122.73903232993
HMRA-15,HMRA-15,point,"Point Count Point",38.117429832338,-122.74474433194
HMRA-16,HMRA-16,point,"Point Count Point",38.124189300889,-122.74472079897
HMRA-17,HMRA-17,point,"Point Count Point",38.12192361268,-122.73902431032
HMRA-18,HMRA-18,point,"Point Count Point",38.119676758065,-122.74188440877
HMRA-19,HMRA-19,point,"Point Count Point",38.112923515632,-122.74476001622
HMRA-20,HMRA-20,point,"Point Count Point",38.117435993933,-122.74759632491
HMRA-21,HMRA-21,point,"Point Count Point",38.121936145574,-122.74472864417
TUL-16-01,TUL-16-01,"Shannon Bros, Deer Creek, Tulare County.","Study Area",,
SHBR,SHBR,,"Point Count Transect",,
SHBR-001,SHBR-001,point,"Point Count Point",35.952392499926,-118.77549170071
SHBR-007,SHBR-007,point,"Point Count Point",35.982500614866,-118.87044109215
SHBR-012,SHBR-012,point,"Point Count Point",35.969241939081,-118.85349433107
SHBR-013,SHBR-013,point,"Point Count Point",35.959110208032,-118.77841408673
SHBR-015,SHBR-015,point,"Point Count Point",35.971792949665,-118.83414712348
SHBR-017,SHBR-017,point,"Point Count Point",35.952351466121,-118.77826254232
SHBR-022,SHBR-022,point,"Point Count Point",35.974591309704,-118.79816912509
SHBR-024,SHBR-024,point,"Point Count Point",35.976000379751,-118.85365238244
SHBR-025,SHBR-025,point,"Point Count Point",35.97016849615,-118.79252404186
SHBR-026,SHBR-026,point,"Point Count Point",35.972379938778,-118.79534650481
SHBR-029,SHBR-029,point,"Point Count Point",35.954563279888,-118.78108396611
SHBR-031,SHBR-031,point,"Point Count Point",35.969497706615,-118.83686634712
SHBR-032,SHBR-032,point,"Point Count Point",35.98024782619,-118.87038791279
SHBR-036,SHBR-036,point,"Point Count Point",35.974003376699,-118.83697076494
SHBR-039,SHBR-039,point,"Point Count Point",35.984753402625,-118.87049427741
SHBR-040,SHBR-040,point,"Point Count Point",35.973790361963,-118.8508282194
SHBR-041,SHBR-041,point,"Point Count Point",35.972421386798,-118.79257498928
SHBR-042,SHBR-042,point,"Point Count Point",35.972129907268,-118.81197547872
SHBR-046,SHBR-046,point,"Point Count Point",35.972088011455,-118.81474695442
SHBR-057,SHBR-057,point,"Point Count Point",35.963574916795,-118.78128637346
SHBR-059,SHBR-059,point,"Point Count Point",35.991338292102,-118.88174208054
SHBR-068,SHBR-068,point,"Point Count Point",35.969199087305,-118.85626564132
SHBR-071,SHBR-071,point,"Point Count Point",35.991381755188,-118.87897003645
SHBR-076,SHBR-076,point,"Point Count Point",35.980117874388,-118.87870289999
SHBR-079,SHBR-079,point,"Point Count Point",35.97417263702,-118.82588469699
SHBR-083,SHBR-083,point,"Point Count Point",35.984839731446,-118.86495060829
SHBR-084,SHBR-084,point,"Point Count Point",35.973747567109,-118.8535996928
SHBR-085,SHBR-085,point,"Point Count Point",35.967915604591,-118.79247310011
SHBR-095,SHBR-095,point,"Point Count Point",35.963533738211,-118.78405759693
SHBR-103,SHBR-103,point,"Point Count Point",35.954645418179,-118.77554213131
SHBR-106,SHBR-106,point,"Point Count Point",35.975957517405,-118.85642392867
SHBR-114,SHBR-114,point,"Point Count Point",35.974340873785,-118.81479853687
SHBR-117,SHBR-117,point,"Point Count Point",35.950139580763,-118.77544127572
SHBR-122,SHBR-122,point,"Point Count Point",35.974632825108,-118.79539753655
SHBR-125,SHBR-125,point,"Point Count Point",35.974424608325,-118.80925542242
SHBR-127,SHBR-127,point,"Point Count Point",35.954604381,-118.77831305151
SHBR-147,SHBR-147,point,"Point Count Point",35.984623429458,-118.87880973678
SHBR-148,SHBR-148,point,"Point Count Point",35.974088134803,-118.83142774252
SHBR-151,SHBR-151,point,"Point Count Point",35.965868941761,-118.77856568161
SHBR-174,SHBR-174,point,"Point Count Point",35.974382773042,-118.81202698251
SHBR-181,SHBR-181,point,"Point Count Point",35.974130417897,-118.82865622264
SHBR-184,SHBR-184,point,"Point Count Point",35.976043178123,-118.85088083036
SHBR-193,SHBR-193,point,"Point Count Point",35.963616031427,-118.77851514437
SHBR-195,SHBR-195,point,"Point Count Point",35.989085521347,-118.88168856266
SHBR-201,SHBR-201,point,"Point Count Point",35.982370652381,-118.87875631542
SHBR-202,SHBR-202,point,"Point Count Point",35.973704708286,-118.85637116037
SHBR-206,SHBR-206,point,"Point Count Point",35.971750542114,-118.83691855313
TUL-16-02,TUL-16-02,"Dry Creek, Tulare County","Study Area",,
